TYPE	INSTANCE	DEVICE_TYPE	DEVICE_NAME	NAME	VALUE
tikv	10.0.1.23:20160	net	lo	is-point-to-point	false
tikv	10.0.1.23:20160	net	lo	ip	127.0.0.1/8
tikv	10.0.1.23:20160	net	lo	ip	::1/128
tikv	10.0.1.28:20160	cpu	cpu	cpu-logical-cores	12
tikv	10.0.1.28:20160	cpu	cpu	cpu-physical-cores	12
tikv	10.0.1.28:20160	cpu	cpu	cpu-frequency	0MHz
tikv	10.0.1.28:20160	cpu	cpu	cpu-vendor-id	AuthenticAMD
tikv	10.0.1.28:20160	cpu	cpu	cpu-arch	amd64
tikv	10.0.1.28:20160	cpu	cpu	l1-cache-size	32768
tikv	10.0.1.28:20160	cpu	cpu	l1-cache-line-size	64
tikv	10.0.1.28:20160	cpu	cpu	l2-cache-size	1048576
tikv	10.0.1.28:20160	cpu	cpu	l2-cache-line-size	64
tikv	10.0.1.28:20160	cpu	cpu	l3-cache-size	33554432
tikv	10.0.1.28:20160	cpu	cpu	l3-cache-line-size	64
tikv	10.0.1.28:20160	disk	/dev/sda1	type	SSD
tikv	10.0.1.28:20160	disk	/dev/sda1	fstype	ext4
tikv	10.0.1.28:20160	disk	/dev/sda1	path	/
tikv	10.0.1.28:20160	disk	/dev/sda1	total	483632488448
tikv	10.0.1.28:20160	disk	/dev/sda1	free	450589675520
tikv	10.0.1.28:20160	disk	/dev/sda1	used	33042812928
tikv	10.0.1.28:20160	disk	/dev/sda1	free-percent	0.93
tikv	10.0.1.28:20160	disk	/dev/sda1	used-percent	0.07
tikv	10.0.1.28:20160	disk	/dev/sda15	type	SSD
tikv	10.0.1.28:20160	disk	/dev/sda15	fstype	vfat
tikv	10.0.1.28:20160	disk	/dev/sda15	path	/boot/efi
tikv	10.0.1.28:20160	disk	/dev/sda15	total	264281088
tikv	10.0.1.28:20160	disk	/dev/sda15	free	264136192
tikv	10.0.1.28:20160	disk	/dev/sda15	used	144896
tikv	10.0.1.28:20160	disk	/dev/sda15	free-percent	1.00
tikv	10.0.1.28:20160	disk	/dev/sda15	used-percent	0.00
tikv	10.0.1.28:20160	memory	memory	capacity	24592850944
tikv	10.0.1.28:20160	net	enp7s0	mac	86:00:00:61:b2:4e
tikv	10.0.1.28:20160	net	enp7s0	flag	69699
tikv	10.0.1.28:20160	net	enp7s0	index	3
tikv	10.0.1.28:20160	net	enp7s0	is-up	true
tikv	10.0.1.28:20160	net	enp7s0	is-broadcast	true
tikv	10.0.1.28:20160	net	enp7s0	is-multicast	true
tikv	10.0.1.28:20160	net	enp7s0	is-loopback	false
tikv	10.0.1.28:20160	net	enp7s0	is-point-to-point	false
tikv	10.0.1.28:20160	net	enp7s0	ip	10.0.1.28/32
tikv	10.0.1.28:20160	net	enp7s0	ip	fe80::8400:ff:fe61:b24e/64
tikv	10.0.1.28:20160	net	eth0	mac	92:00:07:a3:55:5e
tikv	10.0.1.28:20160	net	eth0	flag	69699
tikv	10.0.1.28:20160	net	eth0	index	2
tikv	10.0.1.28:20160	net	eth0	is-up	true
tikv	10.0.1.28:20160	net	eth0	is-broadcast	true
tikv	10.0.1.28:20160	net	eth0	is-multicast	true
tikv	10.0.1.28:20160	net	eth0	is-loopback	false
tikv	10.0.1.28:20160	net	eth0	is-point-to-point	false
tikv	10.0.1.28:20160	net	eth0	ip	100.64.187.89/32
tikv	10.0.1.28:20160	net	eth0	ip	2a01:4f8:1c18:3628::1/64
tikv	10.0.1.28:20160	net	eth0	ip	fe80::9000:7ff:fea3:555e/64
tikv	10.0.1.28:20160	net	lo	mac	00:00:00:00:00:00
tikv	10.0.1.28:20160	net	lo	flag	65609
tikv	10.0.1.28:20160	net	lo	index	1
tikv	10.0.1.28:20160	net	lo	is-up	true
tikv	10.0.1.28:20160	net	lo	is-broadcast	false
tikv	10.0.1.28:20160	net	lo	is-multicast	false
tikv	10.0.1.28:20160	net	lo	is-loopback	true
tikv	10.0.1.28:20160	net	lo	is-point-to-point	false
tikv	10.0.1.28:20160	net	lo	ip	127.0.0.1/8
tikv	10.0.1.28:20160	net	lo	ip	::1/128
tikv	10.0.1.26:20160	cpu	cpu	cpu-logical-cores	12
tikv	10.0.1.26:20160	cpu	cpu	cpu-physical-cores	12
tikv	10.0.1.26:20160	cpu	cpu	cpu-frequency	0MHz
tikv	10.0.1.26:20160	cpu	cpu	cpu-vendor-id	AuthenticAMD
tikv	10.0.1.26:20160	cpu	cpu	cpu-arch	amd64
tikv	10.0.1.26:20160	cpu	cpu	l1-cache-size	32768
tikv	10.0.1.26:20160	cpu	cpu	l1-cache-line-size	64
tikv	10.0.1.26:20160	cpu	cpu	l2-cache-size	1048576
tikv	10.0.1.26:20160	cpu	cpu	l2-cache-line-size	64
tikv	10.0.1.26:20160	cpu	cpu	l3-cache-size	33554432
tikv	10.0.1.26:20160	cpu	cpu	l3-cache-line-size	64
tikv	10.0.1.26:20160	disk	/dev/sda1	type	SSD
tikv	10.0.1.26:20160	disk	/dev/sda1	fstype	ext4
tikv	10.0.1.26:20160	disk	/dev/sda1	path	/
tikv	10.0.1.26:20160	disk	/dev/sda1	total	483632488448
tikv	10.0.1.26:20160	disk	/dev/sda1	free	450633617408
tikv	10.0.1.26:20160	disk	/dev/sda1	used	32998871040
tikv	10.0.1.26:20160	disk	/dev/sda1	free-percent	0.93
tikv	10.0.1.26:20160	disk	/dev/sda1	used-percent	0.07
tikv	10.0.1.26:20160	disk	/dev/sda15	type	SSD
tikv	10.0.1.26:20160	disk	/dev/sda15	fstype	vfat
tikv	10.0.1.26:20160	disk	/dev/sda15	path	/boot/efi
tikv	10.0.1.26:20160	disk	/dev/sda15	total	264281088
tikv	10.0.1.26:20160	disk	/dev/sda15	free	264136192
tikv	10.0.1.26:20160	disk	/dev/sda15	used	144896
tikv	10.0.1.26:20160	disk	/dev/sda15	free-percent	1.00
tikv	10.0.1.26:20160	disk	/dev/sda15	used-percent	0.00
tikv	10.0.1.26:20160	memory	memory	capacity	24592850944
tikv	10.0.1.26:20160	net	enp7s0	mac	86:00:00:61:b2:50
tikv	10.0.1.26:20160	net	enp7s0	flag	69699
tikv	10.0.1.26:20160	net	enp7s0	index	3
tikv	10.0.1.26:20160	net	enp7s0	is-up	true
tikv	10.0.1.26:20160	net	enp7s0	is-broadcast	true
tikv	10.0.1.26:20160	net	enp7s0	is-multicast	true
tikv	10.0.1.26:20160	net	enp7s0	is-loopback	false
tikv	10.0.1.26:20160	net	enp7s0	is-point-to-point	false
tikv	10.0.1.26:20160	net	enp7s0	ip	10.0.1.26/32
tikv	10.0.1.26:20160	net	enp7s0	ip	fe80::8400:ff:fe61:b250/64
tikv	10.0.1.26:20160	net	eth0	mac	92:00:07:a3:55:45
tikv	10.0.1.26:20160	net	eth0	flag	69699
tikv	10.0.1.26:20160	net	eth0	index	2
tikv	10.0.1.26:20160	net	eth0	is-up	true
tikv	10.0.1.26:20160	net	eth0	is-broadcast	true
tikv	10.0.1.26:20160	net	eth0	is-multicast	true
tikv	10.0.1.26:20160	net	eth0	is-loopback	false
tikv	10.0.1.26:20160	net	eth0	is-point-to-point	false
tikv	10.0.1.26:20160	net	eth0	ip	100.64.165.174/32
tikv	10.0.1.26:20160	net	eth0	ip	2a01:4f8:1c18:1522::1/64
tikv	10.0.1.26:20160	net	eth0	ip	fe80::9000:7ff:fea3:5545/64
tikv	10.0.1.26:20160	net	lo	mac	00:00:00:00:00:00
tikv	10.0.1.26:20160	net	lo	flag	65609
tikv	10.0.1.26:20160	net	lo	index	1
tikv	10.0.1.26:20160	net	lo	is-up	true
tikv	10.0.1.26:20160	net	lo	is-broadcast	false
tikv	10.0.1.26:20160	net	lo	is-multicast	false
tikv	10.0.1.26:20160	net	lo	is-loopback	true
tikv	10.0.1.26:20160	net	lo	is-point-to-point	false
tikv	10.0.1.26:20160	net	lo	ip	127.0.0.1/8
tikv	10.0.1.26:20160	net	lo	ip	::1/128
tikv	10.0.1.29:20160	cpu	cpu	cpu-logical-cores	12
tikv	10.0.1.29:20160	cpu	cpu	cpu-physical-cores	12
tikv	10.0.1.29:20160	cpu	cpu	cpu-frequency	0MHz
tikv	10.0.1.29:20160	cpu	cpu	cpu-vendor-id	AuthenticAMD
tikv	10.0.1.29:20160	cpu	cpu	cpu-arch	amd64
tikv	10.0.1.29:20160	cpu	cpu	l1-cache-size	32768
tikv	10.0.1.29:20160	cpu	cpu	l1-cache-line-size	64
tikv	10.0.1.29:20160	cpu	cpu	l2-cache-size	1048576
tikv	10.0.1.29:20160	cpu	cpu	l2-cache-line-size	64
tikv	10.0.1.29:20160	cpu	cpu	l3-cache-size	33554432
tikv	10.0.1.29:20160	cpu	cpu	l3-cache-line-size	64
tikv	10.0.1.29:20160	disk	/dev/sda1	type	SSD
tikv	10.0.1.29:20160	disk	/dev/sda1	fstype	ext4
tikv	10.0.1.29:20160	disk	/dev/sda1	path	/
tikv	10.0.1.29:20160	disk	/dev/sda1	total	483632488448
tikv	10.0.1.29:20160	disk	/dev/sda1	free	450626830336
tikv	10.0.1.29:20160	disk	/dev/sda1	used	33005658112
tikv	10.0.1.29:20160	disk	/dev/sda1	free-percent	0.93
tikv	10.0.1.29:20160	disk	/dev/sda1	used-percent	0.07
tikv	10.0.1.29:20160	disk	/dev/sda15	type	SSD
tikv	10.0.1.29:20160	disk	/dev/sda15	fstype	vfat
tikv	10.0.1.29:20160	disk	/dev/sda15	path	/boot/efi
tikv	10.0.1.29:20160	disk	/dev/sda15	total	264281088
tikv	10.0.1.29:20160	disk	/dev/sda15	free	264136192
tikv	10.0.1.29:20160	disk	/dev/sda15	used	144896
tikv	10.0.1.29:20160	disk	/dev/sda15	free-percent	1.00
tikv	10.0.1.29:20160	disk	/dev/sda15	used-percent	0.00
tikv	10.0.1.29:20160	memory	memory	capacity	24592842752
tikv	10.0.1.29:20160	net	enp7s0	mac	86:00:00:61:b2:54
tikv	10.0.1.29:20160	net	enp7s0	flag	69699
tikv	10.0.1.29:20160	net	enp7s0	index	3
tikv	10.0.1.29:20160	net	enp7s0	is-up	true
tikv	10.0.1.29:20160	net	enp7s0	is-broadcast	true
tikv	10.0.1.29:20160	net	enp7s0	is-multicast	true
tikv	10.0.1.29:20160	net	enp7s0	is-loopback	false
tikv	10.0.1.29:20160	net	enp7s0	is-point-to-point	false
tikv	10.0.1.29:20160	net	enp7s0	ip	10.0.1.29/32
tikv	10.0.1.29:20160	net	enp7s0	ip	fe80::8400:ff:fe61:b254/64
tikv	10.0.1.29:20160	net	eth0	mac	92:00:07:a3:55:49
tikv	10.0.1.29:20160	net	eth0	flag	69699
tikv	10.0.1.29:20160	net	eth0	index	2
tikv	10.0.1.29:20160	net	eth0	is-up	true
tikv	10.0.1.29:20160	net	eth0	is-broadcast	true
tikv	10.0.1.29:20160	net	eth0	is-multicast	true
tikv	10.0.1.29:20160	net	eth0	is-loopback	false
tikv	10.0.1.29:20160	net	eth0	is-point-to-point	false
tikv	10.0.1.29:20160	net	eth0	ip	100.64.176.20/32
tikv	10.0.1.29:20160	net	eth0	ip	2a01:4f8:1c18:b891::1/64
tikv	10.0.1.29:20160	net	eth0	ip	fe80::9000:7ff:fea3:5549/64
tikv	10.0.1.29:20160	net	lo	mac	00:00:00:00:00:00
tikv	10.0.1.29:20160	net	lo	flag	65609
tikv	10.0.1.29:20160	net	lo	index	1
tikv	10.0.1.29:20160	net	lo	is-up	true
tikv	10.0.1.29:20160	net	lo	is-broadcast	false
tikv	10.0.1.29:20160	net	lo	is-multicast	false
tikv	10.0.1.29:20160	net	lo	is-loopback	true
tikv	10.0.1.29:20160	net	lo	is-point-to-point	false
tikv	10.0.1.29:20160	net	lo	ip	127.0.0.1/8
tikv	10.0.1.29:20160	net	lo	ip	::1/128
tikv	10.0.1.25:20160	cpu	cpu	cpu-logical-cores	12
tikv	10.0.1.25:20160	cpu	cpu	cpu-physical-cores	12
tikv	10.0.1.25:20160	cpu	cpu	cpu-frequency	0MHz
tikv	10.0.1.25:20160	cpu	cpu	cpu-vendor-id	AuthenticAMD
tikv	10.0.1.25:20160	cpu	cpu	cpu-arch	amd64
tikv	10.0.1.25:20160	cpu	cpu	l1-cache-size	32768
tikv	10.0.1.25:20160	cpu	cpu	l1-cache-line-size	64
tikv	10.0.1.25:20160	cpu	cpu	l2-cache-size	1048576
tikv	10.0.1.25:20160	cpu	cpu	l2-cache-line-size	64
tikv	10.0.1.25:20160	cpu	cpu	l3-cache-size	33554432
tikv	10.0.1.25:20160	cpu	cpu	l3-cache-line-size	64
tikv	10.0.1.25:20160	disk	/dev/sda1	type	SSD
tikv	10.0.1.25:20160	disk	/dev/sda1	fstype	ext4
tikv	10.0.1.25:20160	disk	/dev/sda1	path	/
tikv	10.0.1.25:20160	disk	/dev/sda1	total	483632488448
tikv	10.0.1.25:20160	disk	/dev/sda1	free	450556133376
tikv	10.0.1.25:20160	disk	/dev/sda1	used	33076355072
tikv	10.0.1.25:20160	disk	/dev/sda1	free-percent	0.93
tikv	10.0.1.25:20160	disk	/dev/sda1	used-percent	0.07
tikv	10.0.1.25:20160	disk	/dev/sda15	type	SSD
tikv	10.0.1.25:20160	disk	/dev/sda15	fstype	vfat
tikv	10.0.1.25:20160	disk	/dev/sda15	path	/boot/efi
tikv	10.0.1.25:20160	disk	/dev/sda15	total	264281088
tikv	10.0.1.25:20160	disk	/dev/sda15	free	264136192
tikv	10.0.1.25:20160	disk	/dev/sda15	used	144896
tikv	10.0.1.25:20160	disk	/dev/sda15	free-percent	1.00
tikv	10.0.1.25:20160	disk	/dev/sda15	used-percent	0.00
tikv	10.0.1.25:20160	memory	memory	capacity	24592850944
tikv	10.0.1.25:20160	net	enp7s0	mac	86:00:00:61:b2:53
tikv	10.0.1.25:20160	net	enp7s0	flag	69699
tikv	10.0.1.25:20160	net	enp7s0	index	3
tikv	10.0.1.25:20160	net	enp7s0	is-up	true
tikv	10.0.1.25:20160	net	enp7s0	is-broadcast	true
tikv	10.0.1.25:20160	net	enp7s0	is-multicast	true
tikv	10.0.1.25:20160	net	enp7s0	is-loopback	false
tikv	10.0.1.25:20160	net	enp7s0	is-point-to-point	false
tikv	10.0.1.25:20160	net	enp7s0	ip	10.0.1.25/32
tikv	10.0.1.25:20160	net	enp7s0	ip	fe80::8400:ff:fe61:b253/64
tikv	10.0.1.25:20160	net	eth0	mac	92:00:07:a3:55:4b
tikv	10.0.1.25:20160	net	eth0	flag	69699
tikv	10.0.1.25:20160	net	eth0	index	2
tikv	10.0.1.25:20160	net	eth0	is-up	true
tikv	10.0.1.25:20160	net	eth0	is-broadcast	true
tikv	10.0.1.25:20160	net	eth0	is-multicast	true
tikv	10.0.1.25:20160	net	eth0	is-loopback	false
tikv	10.0.1.25:20160	net	eth0	is-point-to-point	false
tikv	10.0.1.25:20160	net	eth0	ip	100.64.150.205/32
tikv	10.0.1.25:20160	net	eth0	ip	2a01:4f8:1c18:c769::1/64
tikv	10.0.1.25:20160	net	eth0	ip	fe80::9000:7ff:fea3:554b/64
tikv	10.0.1.25:20160	net	lo	mac	00:00:00:00:00:00
tikv	10.0.1.25:20160	net	lo	flag	65609
tikv	10.0.1.25:20160	net	lo	index	1
tikv	10.0.1.25:20160	net	lo	is-up	true
tikv	10.0.1.25:20160	net	lo	is-broadcast	false
tikv	10.0.1.25:20160	net	lo	is-multicast	false
tikv	10.0.1.25:20160	net	lo	is-loopback	true
tikv	10.0.1.25:20160	net	lo	is-point-to-point	false
tikv	10.0.1.25:20160	net	lo	ip	127.0.0.1/8
tikv	10.0.1.25:20160	net	lo	ip	::1/128
